symbol,name,sector,sub_industry,price,market_cap,price_to_earnings,price_to_sales,price_to_book,dividend_yield,eps,ebitda,revenue,book_equity,net_income,shares_outstanding,ebitda_margin,net_margin,roe,payout_ratio,retention_ratio,earnings_yield,sustainable_growth,range_position,in_base,in_margin,in_returns,in_core,fail_reasons,priced_in_growth,growth_gap,in_screen
CAT,Caterpillar Inc.,Industrials,Construction Machinery & Heavy Transportation Equipment,792.28,364191219712.0,34.120586,4.8734927,18.777523,0.0084,23.22,16250999808.0,74728996662.29109,19395061836.004677,10673650883.163326,459674887.30246884,0.2174657834821486,0.1428314491013278,0.5503282681018432,0.2866129224,0.7133870776,0.029307820211528602,0.3925970749018432,0.5734332569746802,True,True,True,True,,0.07681148090481213,0.3157855939970311,False
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,294.12,30715250688.0,23.990211,6.0686483,5.466203,0.0112,12.26,1930700032.0,5061300172.560667,5619120015.850124,1280324267.0844553,104431016.89106487,0.381463253743988,0.2529635120291038,0.2278513932203431,0.2686903632,0.7313096368,0.041683668392912425,0.1666299196203431,0.4649725751579532,True,True,True,True,,0.07124234922318941,0.09538757039715369,True
CBRE,CBRE Group,Real Estate,Real Estate Services,142.06,41137065984.0,33.03721,0.9411147,4.903016,0.0,4.3,2214000128.0,43711001415.66166,8390155362.332083,1245173755.675067,289575292.0174574,0.05065086720266087,0.028486507180064766,0.14840890014622904,0.0,1.0,0.030268899825378715,0.14840890014622904,0.38740966146823885,True,True,True,True,,0.07637899507857958,0.07202990506764946,True
CDW,CDW,Information Technology,Technology Distributors,148.67,18586339328.0,18.086374,0.79089457,7.6280146,0.0168,8.22,2010899968.0,23500400727.242317,2436589375.1697855,1027643164.5668932,125017416.61397727,0.08556875226680322,0.043728750692136956,0.4217547751694176,0.3038510832,0.6961489168,0.05529024225640806,0.29360412988941764,0.6925970710734916,True,True,True,True,,0.06511939098461637,0.22848473890480125,False
COR,Cencora,Health Care,Health Care Distributors,336.36,64186621952.0,24.971045,0.19288507,21.038279,0.0073,13.47,5546476032.0,332771333478.5321,3050944516.516774,2570441781.7024617,190827155.28600308,0.01666752954355011,0.00772434859347128,0.8425069515512866,0.1822886285,0.8177113715,0.0400463817193073,0.6889275148512866,0.6897227245328511,True,True,True,True,,0.07197912822631171,0.6169483866249749,False
CNP,CenterPoint Energy,Utilities,Multi-Utilities,39.51,26026035200.0,23.517857,2.705409,2.2205362,0.0243,1.68,3854000128.0,9620000229.170525,11720608382.786102,1106649940.1670463,658720202.4803847,0.4006237043855359,0.11503637357630979,0.0944191556228954,0.5714839250999999,0.4285160749000001,0.04252088104796283,0.040460125962895416,0.3360277136258658,True,True,True,True,,0.07086560352841673,-0.03040547756552131,True
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,139.27,21076860928.0,10.062861,2.7234607,3.6730227,0.0177,13.84,3872999936.0,7738999475.189783,5738287685.507633,2094519675.76305,151338126.86149207,0.5004522804810014,0.27064476260501186,0.3650077945029749,0.1781126397,0.8218873603,0.09937531682093194,0.29999529271297487,0.9595731890592125,True,True,True,True,,0.04528110743058062,0.25471418528239426,True
CHTR,Charter Communications,Communication Services,Cable & Satellite,158.97,21425577984.0,3.80402,0.3938815,1.1185461,0.0,41.79,21814999040.0,54395999771.50488,19154845726.96646,5632351411.9101715,134777492.50802037,0.40104050172137284,0.1035434854689564,0.29404317012003095,0.0,1.0,0.26287979558467095,0.29404317012003095,0.2721065014058645,True,True,True,True,,-0.02829590801310193,0.3223390781331329,True
CVX,Chevron Corporation,Energy,Integrated Oil & Gas,211.78,415428345856.0,20.402697,1.9840502,2.18781,0.0337,10.38,50661998592.0,209383989304.3029,189883191801.84753,20361442204.10464,1961603295.193125,0.24195736627394024,0.09724450408914914,0.10723141161190601,0.6875708889000001,0.31242911109999993,0.049013128019300585,0.03350221461190601,0.9570507182644384,True,True,True,True,,0.06794409239131473,-0.03444187777940872,True
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,38.52,48743903232.0,35.666664,3.9234424,22.201729,0.0,1.08,2275020032.0,12423759102.975489,2195500324.8620863,1366651492.4859812,1265418048.5981307,0.18311849200739355,0.11000305794392523,0.6224784297180135,0.0,1.0,0.0280373852738232,0.6224784297180135,0.7090663058186741,True,True,True,True,,0.07738317662677956,0.545095253091234,False
CB,Chubb Limited,Financials,Property & Casualty Insurance,339.42,130948194304.0,12.006368,2.1156166,1.7366079,0.012,28.27,14883000320.0,61895994909.47462,75404582867.55461,10906562527.176006,385799877.155147,0.24045175042047529,0.1762078878145071,0.14464056907134615,0.144076416,0.855923584,0.08328913456592368,0.12380127427134614,0.7367060928337142,True,True,True,True,,0.05251988944533434,0.0712813848260118,True
CHD,Church & Dwight,Consumer Staples,Household Products,99.32,23559092224.0,31.833334,3.782102,5.416962,0.0124,3.12,1354800000.0,6229100173.39564,4349133743.969406,740076195.5183247,237203908.81997585,0.2174952982432877,0.1188094869109948,0.1701663419860452,0.3947333416,0.6052666583999999,0.031413611907568334,0.10299601318604518,0.7280453257790364,True,True,True,True,,0.07586387464159425,0.02713213854445093,True
CI,Cigna,Health Care,Health Care Services,282.84,74737778688.0,11.711802,0.26466906,1.7499985,0.022,24.15,12757999616.0,282382000706.845,42707338713.718895,6381407705.116674,264240484.68392026,0.045179932092218315,0.022598493137462882,0.14942179691903945,0.257659644,0.7423403559999999,0.0853839571399858,0.11092182991903944,0.5704318062137963,True,True,True,True,,0.051577219287006384,0.05934461063203306,True
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,171.69,26350647296.0,8.1024065,1.8883939,1.5798191,0.0221,21.19,4365000192.0,13953999372.694435,16679534572.027899,3252199989.529035,153478055.19249812,0.31281355799266775,0.2330657973149281,0.1949814663088059,0.17906318365000004,0.8209368163499999,0.1234201221575343,0.16006746419880588,0.4840437402365543,True,True,True,True,,0.03446094502910956,0.1256065191696963,True
CTAS,Cintas,Industrials,Diversified Support Services,198.09,79269584896.0,40.344196,7.0369525,15.421564,0.0104,4.91,2994993920.0,11264760547.410261,5140178058.204732,1964832459.181988,400169543.62158614,0.2658728436698587,0.17442292278762178,0.38224987802458626,0.41957963839999995,0.5804203616000001,0.024786712814899078,0.2218656124245863,0.636614376831581,True,True,True,True,,0.07884597923329541,0.1430196331912909,True
CSCO,Cisco,Information Technology,Communications Equipment,109.455,431409725440.0,32.968376,6.8126287,8.595492,0.0153,3.32,18626000896.0,63325001910.05566,50190230581.332634,13085562911.340733,3941434611.8496184,0.29413344388770235,0.20664133464894247,0.26071930264323606,0.5044161528,0.49558384720000004,0.03033209764411811,0.12920827504323606,0.6744240348692403,True,True,True,True,,0.07635055606014685,0.05285771898308922,True
CME,CME Group,Financials,Financial Exchanges & Data,277.77,99880329216.0,23.53983,14.78132,3.763005,0.0182,11.8,4771100160.0,6757199574.598209,26542704358.883392,4243035190.0810027,359579253.39669514,0.7060765495125538,0.6279280555855564,0.15985693184700145,0.428424906,0.571575094,0.04248119039092466,0.09137024084700143,0.5364005412719889,True,True,True,True,,0.0708834643240839,0.020486776522917527,True
CMS,CMS Energy,Utilities,Multi-Utilities,68.06,21342060544.0,20.438438,2.4216568,2.2349193,0.0335,3.33,3017999872.0,8812999655.442505,9549365180.21031,1044211895.5556861,313577145.81251836,0.34244865425998533,0.11848541204819277,0.10934883086466783,0.6846876730000001,0.3153123269999999,0.04892741803458757,0.034479034314667825,0.06605922551252881,True,True,True,True,,0.0679826618844356,-0.03350362756976777,True
KO,Coca-Cola Company (The),Consumer Staples,Soft Drinks & Non-alcoholic Beverages,88.24,379656929280.0,26.498499,7.573599,10.503511,0.0241,3.33,16997999616.0,50128998020.624016,36145716349.513985,14327488378.31369,4302549062.5566635,0.33908516601522143,0.2858123829329102,0.3963813572987662,0.6386138258999999,0.36138617410000007,0.03773798659312741,0.14324674219876626,0.8434045689019897,True,True,True,True,,0.07301790603309266,0.0702288361656736,True
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,63.4,28558163968.0,13.605151,1.3195714,1.9814978,0.0208,4.66,4036000000.0,21641999794.78185,14412412654.709988,2099070096.0706627,450444226.6246057,0.186489235665418,0.09699057924290223,0.14564320528305788,0.2829871408,0.7170128592,0.0735015730439155,0.10442805104305788,0.5269269269269269,True,True,True,True,,0.05692429213023802,0.04750375891281986,True
CMCSA,Comcast,Communication Services,Cable & Satellite,26.81,95138947072.0,8.430818,0.7616966,1.0592232,0.0502,3.18,34072999936.0,124903993364.28705,89819546127.7661,11284664367.361433,3548636593.5098844,0.2727935193923292,0.09034670600522193,0.12563706155203444,0.4232270636,0.5767729364,0.11861245255205366,0.07246405691203445,0.47754749568221055,True,True,True,True,,0.03662439635157585,0.0358396605604586,True
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,137.2,164823498752.0,18.028908,2.5570283,2.522198,0.0247,7.61,26780000256.0,64459004521.77241,65349151316.431145,9142178028.445482,1201337454.4606414,0.4154578627871065,0.1418293393804665,0.13989743582916944,0.44531402760000005,0.5546859724,0.05546647639446604,0.07759914522916944,0.9967181467181464,True,True,True,True,,0.06504008562249028,0.012559059606679163,True
ED,Consolidated Edison,Utilities,Multi-Utilities,107.67,39819448320.0,17.679802,2.2510853,1.5489634,0.0326,6.09,6161999872.0,17689000199.148384,25707158942.55474,2252256341.309557,369828627.47283363,0.3483520720575639,0.12732524823070493,0.08761203321168418,0.5763615451999999,0.42363845480000006,0.056561719412921034,0.037115826371684174,0.5975552421250588,True,True,True,True,,0.06454722626418553,-0.02743139989250136,True
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,129.35,22093543424.0,12.437501,2.4394693,2.6865642,0.0315,10.4,3455800064.0,9056700743.887205,8223716903.545428,1776365300.4221106,170804355.80981833,0.38157383816976426,0.1961382351758794,0.21600514444179744,0.39178128149999997,0.6082187185000001,0.08040200358576856,0.13137837214179746,0.06880189798339245,True,True,True,True,,0.05381909838640415,0.07755927375539332,True
CEG,Constellation Energy,Utilities,Electric Utilities,290.04,102763315200.0,28.351908,3.2863228,3.2227025,0.0061,10.23,7952000000.0,31270000378.53859,31887310479.32597,3624564592.8009925,354307389.3256102,0.25430124412335037,0.1159118819611088,0.11366792316058587,0.17294663880000002,0.8270533612,0.035270994812765334,0.09400943791058586,0.3336230781767807,True,True,True,True,,0.0741280523342556,0.019881385576330263,True
COO,Cooper Companies (The),Health Care,Health Care Supplies,69.73,13599485952.0,58.596638,3.2142487,1.6495553,0.0,1.19,886400000.0,4230999907.3811555,8244334671.289892,232086451.78373724,195030631.7510397,0.20950130451518997,0.05485380686935321,0.028151022930701246,0.0,1.0,0.017065825517156803,0.028151022930701246,0.3503555268261152,True,True,True,True,,0.08232037851727944,-0.05416935558657819,True
CPRT,Copart,Industrials,Diversified Support Services,32.16,29774096384.0,20.1,6.4183984,3.3934789,0.0,1.6,1961246976.0,4638866977.157416,8773915283.221594,1481298327.5621893,925811454.7263683,0.42278577628061326,0.31932330348258714,0.16882979601990047,0.0,1.0,0.04975124378109452,0.16882979601990047,0.2296137339055793,True,True,True,True,,0.06761194029850746,0.10121785572139301,True
GLW,Corning Inc.,Information Technology,Electronic Components,144.13,124151906304.0,67.03721,7.3185515,10.39674,0.0077,2.15,4084999936.0,16963999816.63038,11941426476.37625,1851985003.494068,861388373.7181711,0.24080405447749043,0.10917148216887533,0.15508909156571402,0.5161865170000001,0.48381348299999993,0.01491708858408636,0.07503419356571402,0.3692870201096892,True,True,True,True,,0.08328731013716113,-0.008253116571447117,True
CPAY,Corpay,Financials,Transaction & Payment Processing Services,416.4,27340656640.0,24.624483,5.4458013,7.718687,0.0,16.91,2798278912.0,5020502059.081737,3542138272.9990215,1110303803.5120077,65659598.078770414,0.5573703344943579,0.22115393847982712,0.3134557992547498,0.0,1.0,0.04060998965947833,0.3134557992547498,0.9448327652937438,True,True,True,True,,0.07172550465323474,0.24173029460151507,True
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,89.97,60027629568.0,53.236687,3.3700666,2.3852699,0.0082,1.69,4275000064.0,17812000975.885757,25165969506.427765,1127561342.3354452,667196060.5535178,0.24000672747478402,0.06330346286539958,0.04480500261032396,0.43654083340000005,0.5634591666,0.018784038909107924,0.02524578943032396,0.9671430918350583,True,True,True,True,,0.08154718249090143,-0.056301393060577465,True
CSGP,CoStar Group,Real Estate,Real Estate Services,31.26,12666477568.0,173.66666,3.5620015,1.595305,0.0,0.18,394000000.0,3556000065.693403,7939846968.44804,72935571.40882917,405197618.9379398,0.11079864812183908,0.020510565259117083,0.009186017627102404,0.0,1.0,0.005758157610677835,0.009186017627102404,0.08136363636363637,True,True,True,True,,0.08740882907519497,-0.07822281144809257,False
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,928.48,411761213440.0,46.821987,1.4025186,24.906916,0.0063,19.83,13790000128.0,293586989463.09875,16532003136.799435,8794184971.690504,443478818.5421334,0.0469707467392157,0.029954273477080816,0.5319491460283392,0.2949785181,0.7050214819,0.02135748745562635,0.3750355752283392,0.3344160988749804,True,True,True,True,,0.08038913064496814,0.2946464445833711,False
CRWD,CrowdStrike,Information Technology,Systems Software,203.42,208288825344.0,5085.5,38.59956,44.69787,0.0,0.04,106861000.0,5396145068.596638,4659927315.194214,40957393.63759709,1023934840.9399273,0.01980321111489152,0.0075901209320617434,0.008789277357192017,0.0,1.0,0.00019663749877101564,0.008789277357192017,0.7944669365721997,True,True,True,True,,0.08991151312555304,-0.08112223576836103,False
CSX,CSX Corporation,Industrials,Rail Transportation,48.65,90122903552.0,28.284883,6.210233,6.3996315,0.0115,1.72,6831000064.0,14512000363.271395,14082514524.781622,3186256816.2269273,1852474893.1551902,0.4707138845784944,0.2195601389516958,0.22625624790457857,0.3252761545,0.6747238455,0.035354574385193675,0.15266048565457857,0.7729357798165136,True,True,True,True,,0.07409044152666285,0.07857004412791573,True
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,550.9,75839365120.0,28.164623,2.1850686,5.9032803,0.016,19.56,5020000256.0,34708001899.803055,12846986974.34374,2692717338.4410963,137664485.60537302,0.14463524205432537,0.07758203270284988,0.2095991236949985,0.450633968,0.549366032,0.03550553472702262,0.1151466388949985,0.4625053933553861,True,True,True,True,,0.07402250937283981,0.04112412952215869,True
CVS,CVS Health,Health Care,Health Care Services,97.23,124354289664.0,25.790451,0.30135903,1.5590476,0.0273,3.77,16679999488.0,412644975874.78955,79762984570.83672,4821718317.734033,1278970376.0567725,0.04042215575904958,0.0116849073650108,0.06045057529238244,0.7040793123000001,0.2959206876999999,0.03877404082619571,0.017888575812382432,0.6733058051979596,True,True,True,True,,0.07255168162821193,-0.054663105815829505,True
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,142.26,39790301184.0,13.561487,1.1931125,1.6766453,0.0127,10.49,4127399936.0,33349999420.842545,23732092401.416092,2934066212.710249,279701259.55293125,0.12376012017021278,0.08797799891044567,0.12363285088132296,0.1722308849,0.8277691151,0.07373822649389407,0.10233945557132296,0.1990530303030301,True,True,True,True,,0.056817798077747665,0.04552165749357529,True
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,209.91,147563806720.0,36.891037,5.877397,2.8060584,0.0077,5.69,8028000256.0,25107000041.004547,52587575055.45857,3999990759.071984,702986073.6506122,0.3197514734093574,0.15931775013100855,0.07606341887326182,0.2840609849,0.7159390151,0.027106855250504346,0.05445676919326182,0.5982655429339194,True,True,True,True,,0.07780191513727304,-0.02334514594401122,True
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,220.03,24982593536.0,21.095877,1.891059,11.370472,0.0301,10.43,2115000064.0,13210901159.614798,2197146568.4098253,1184240560.7438986,113541760.37813026,0.16009506379969532,0.0896411642503295,0.5389902491373076,0.6349858977,0.3650141023,0.0474026275371249,0.19673904193730768,0.8398617511520738,True,True,True,True,,0.0686688176082938,0.12807022432901388,False
DECK,Deckers Brands,Consumer Discretionary,Footwear,83.76,11406593024.0,11.914652,2.0636868,4.9756446,0.0,7.03,1326978944.0,5527288842.473577,2292485484.9962554,957358511.9235911,136181865.13849092,0.2400777274028164,0.1732058047277937,0.4176072116919571,0.0,1.0,0.08393027341461588,0.4176072116919571,0.10421143102707366,True,True,True,True,,0.05223137696342285,0.36537583472853424,False
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,698.37,188298297344.0,37.58719,3.9288561,6.727322,0.0096,18.58,8600000512.0,47927002809.80003,27990082434.58541,5009640111.476037,269625409.659636,0.17943956450040072,0.10452646353365694,0.1789791149591124,0.36083702399999995,0.639162976,0.026604808712755595,0.1143968237591124,0.9915184576296519,True,True,True,True,,0.07802783607925998,0.03636898767985243,True
DAL,Delta Air Lines,Industrials,Passenger Airlines,78.14,51386662912.0,12.95854,0.7525102,2.3428178,0.0102,6.03,7506999808.0,68286998517.760956,21933700056.402164,3965466820.5702586,657623021.6534425,0.10993307614841914,0.05807059772203737,0.1807933455466434,0.13217710800000002,0.867822892,0.07716918726955352,0.15689660398664337,0.5685116851168511,True,True,True,True,,0.05527386572870091,0.10162273825794246,True
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,49.03,53932998656.0,10.658695,2.8716788,1.3505026,0.0261,4.6,8924000256.0,18780999691.19109,39935501535.50241,5059999873.905771,1099999972.5882113,0.475161088479526,0.2694212212930858,0.12670431042449382,0.27819193950000004,0.7218080604999999,0.09382011587722512,0.0914561925644938,0.8267419962335217,True,True,True,True,,0.04778094785524869,0.043675244709245116,True
DXCM,Dexcom,Health Care,Health Care Equipment,89.69,33845487616.0,35.59127,6.8110533,12.912468,0.0,2.52,1403200000.0,4969200228.692968,2621147840.676159,950949144.7465715,377360771.72483,0.2823794444622488,0.19136865108707773,0.36279874250061883,0.0,1.0,0.028096777664859948,0.36279874250061883,0.9246361746361745,True,True,True,True,,0.07735645005081301,0.2854422924498058,True
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,203.42,56961622016.0,38.820614,3.5057619,1.505889,0.0217,5.24,11779999744.0,16248000760.120075,37825910154.06846,1467303605.1707797,280019771.97915643,0.7250122595337043,0.09030671692065677,0.03879096296622202,0.8424073238,0.15759267619999995,0.02575951014066908,0.006113171666222016,0.8368038740920094,True,True,True,True,,0.07840822043669891,-0.0722950487704769,True
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,130.89,28876531712.0,17.020805,0.6617291,3.1088045,0.018,7.69,3581925888.0,43637995838.47832,9288629025.08022,1696543119.1479871,220616790.52639624,0.08208273132565805,0.03887765894262358,0.1826473248474441,0.30637448999999994,0.6936255100000001,0.05875162778728738,0.12668884384744408,0.5668567807351076,True,True,True,True,,0.06356176749572068,0.0631270763517234,True
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,131.91,24750313472.0,16.125917,1.2332793,7.274181,0.0,8.18,2503800064.0,20068700960.115036,3402487987.582382,1534815891.1451747,187630304.54097492,0.12476144165863579,0.0764780886513532,0.45108634752367877,0.0,1.0,0.06201197736538021,0.45108634752367877,0.8181660599757322,True,True,True,True,,0.0620946101855789,0.3889917373380999,False
D,Dominion Energy,Utilities,Multi-Utilities,66.05,58092691456.0,22.854671,3.2061753,2.0809705,0.0402,2.89,8341000192.0,18119000372.811806,27916153283.287777,2541830103.0710073,879525987.2218018,0.4603454948053295,0.14028533863739592,0.09105230611282919,0.9187577741999999,0.08124222580000007,0.04375473180077718,0.007397292012829196,0.5950991831971996,True,True,True,True,,0.07031037068965026,-0.06291307867682107,True
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,188.9,25441093632.0,22.869247,3.021305,3.302332,0.0111,8.26,1908990976.0,8420564501.763311,7703978168.15511,1112458620.435786,134680220.39174166,0.22670581949704763,0.13211211911064052,0.14440055678265226,0.25384864170000004,0.7461513582999999,0.043726844176373625,0.10774467158265225,0.38093419880361473,True,True,True,True,,0.07032292012063186,0.03742175146202038,True
DTE,DTE Energy,Utilities,Multi-Utilities,136.05,28310382592.0,21.492891,1.719428,2.3302617,0.0342,6.33,3616999936.0,16465000332.668772,12149014246.768936,1317197514.2033076,208088074.9136347,0.2196780967458219,0.07999984740904079,0.10842011435315983,0.7350568722,0.26494312779999996,0.04652701211763462,0.028725164213159834,0.33265582655826587,True,True,True,True,,0.06906284454706442,-0.040337680333904585,True
DUK,Duke Energy,Utilities,Electric Utilities,120.56,94000898048.0,18.129322,2.865619,1.7486148,0.036,6.65,16616999936.0,32802999298.92983,53757350131.086624,5185019675.0099535,779702206.768414,0.5065695299558207,0.1580654143165229,0.09645229976057572,0.6526555919999999,0.3473444080000001,0.05515926078206345,0.03350216696057572,0.3234579893152013,True,True,True,True,,0.06517833264807144,-0.03167616568749571,True
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,72.16,8249809408.0,18.791668,0.9306045,1.3533131,0.0479,3.84,1392999936.0,8865000553.941013,6096009421.618692,439014247.8758315,114326627.0509978,0.157134782736221,0.04952219068736142,0.07201665653096893,0.9001208972,0.09987910280000001,0.05321507382952913,0.007192959040968938,0.5866228070175438,True,True,True,True,,0.06605321677671189,-0.05886025773574295,True
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,390.85,151806148608.0,39.841995,5.0558233,7.495158,0.0113,9.81,6639000064.0,30025999644.41004,20253895729.482956,3810204216.053422,388400022.0237943,0.22110837749363613,0.12689683145196368,0.18812205563501527,0.45021454349999995,0.5497854565,0.025099144759191904,0.10342677023501527,0.4752528901734105,True,True,True,True,,0.07870538485836365,0.024721385376651625,True
EBAY,eBay,Consumer Discretionary,Broadline Retail,106.7,47481499648.0,22.091097,3.9541557,10.178384,0.0118,4.83,3096000000.0,12007999494.80998,4664934988.5011215,2149349984.0659795,444999996.7010309,0.25782812543739136,0.1789931774226804,0.4607459738192268,0.2606749446,0.7393250553999999,0.04526710466211795,0.34064104261922673,0.6945251937984497,True,True,True,True,,0.06962980290204691,0.27101123971717983,False
ECL,Ecolab,Materials,Specialty Chemicals,279.9,78463975424.0,37.57047,4.6586895,7.8031783,0.0104,7.45,4135699968.0,16842499467.715115,10055386716.46142,2088448077.5591288,280328601.01464814,0.24555143824867562,0.12399870230439447,0.20769445524636768,0.390732888,0.6092671119999999,0.02661664866050385,0.12654140092636768,0.555807622504537,True,True,True,True,,0.07802250810277327,0.04851889282359441,True
EIX,Edison International,Utilities,Electric Utilities,55.19,21237882880.0,5.6955624,1.0934398,1.2172743,0.0597,9.69,8929999872.0,19423001504.060852,17447080645.66877,3728847347.4759917,384813967.7477804,0.4597641548929997,0.19198100492842907,0.21372328393768453,0.34002507528000003,0.65997492472,0.1755752864721489,0.14105200822768452,0.10769750168804852,True,True,True,True,,0.010991121087532987,0.13006088714015152,True
EW,Edwards Lifesciences,Health Care,Health Care Equipment,90.82,52348649472.0,54.059525,8.038427,4.931849,0.0,1.68,1996800000.0,6512300164.1987915,10614406376.188728,968352027.2292446,576400016.2078837,0.30661977329874296,0.14869585289583792,0.09122997288636923,0.0,1.0,0.01849812775824427,0.09122997288636923,0.7719883284701955,True,True,True,True,,0.08167584250879008,0.009554130377579156,True
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,209.7,52925640704.0,59.743587,6.745557,7.7727118,3.6e-05,3.51,1726000000.0,7846000071.45444,6809160311.8489485,885879822.9424893,252387413.94372916,0.21998470357903596,0.11290846480686695,0.13010119060979716,0.002150769132,0.997849230868,0.016738198193556743,0.12982137298499716,0.9890590809628008,True,True,True,True,,0.08246781081289946,0.0473535621720977,True
ELV,Elevance Health,Health Care,Managed Health Care,405.84,88014233600.0,17.823452,0.43763357,1.9607123,0.0171,22.77,8323999744.0,201113990409.83075,44888907770.9157,4938113786.398581,216869292.3319535,0.041389461404635876,0.02455380541321703,0.1100074385141554,0.3047810292,0.6952189708000001,0.056105854241927995,0.07647925818415541,0.8116480793060717,True,True,True,True,,0.0647523655911324,0.011726892593023008,True
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,148.98,83101040640.0,32.528385,4.4591675,4.0777335,0.015,4.58,6057999872.0,18635998903.382748,20379223075.7601,2554723896.7055984,557799977.4466372,0.32506976971866913,0.13708542858101763,0.1253592362485872,0.487925775,0.512074225,0.030742380846758916,0.0641932337485872,0.6026080988332188,True,True,True,True,,0.07616592861895849,-0.011972694870371295,True
ENPH,Enphase Energy,Information Technology,Semiconductor Materials & Equipment,35.52,4693777920.0,35.168316,3.5331357,3.9713774,0.0,1.01,191792000.0,1328502021.5894907,1181901755.2952785,133466095.13513513,132144648.64864863,0.14436711189233256,0.10046359957770269,0.1129248668034034,0.0,1.0,0.02843468535712657,0.1129248668034034,0.20308590492076736,True,True,True,True,,0.07720439158929304,0.035720475214110356,True
ETR,Entergy,Utilities,Electric Utilities,106.75,49812910080.0,27.30179,3.6947095,2.7326252,0.0239,3.91,5538091008.0,13482226432.145748,18228958029.07768,1824529071.7826698,466631476.15925056,0.4107697668387692,0.13532846974238877,0.10008959852082959,0.652512781,0.347487219,0.03662763503784917,0.03477985624082959,0.6349453978159125,True,True,True,True,,0.07351756423296787,-0.038737707992138284,True
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,148.96,78133870592.0,11.592218,2.9240625,2.4566264,0.0275,12.85,14494999552.0,26720998813.123867,31805353305.655266,6740200302.814178,524529206.44468313,0.5424572506953169,0.2522435762956498,0.21192030722679647,0.31878599500000004,0.681214005,0.0862647683126732,0.14436308122679645,0.9095622119815672,True,True,True,True,,0.051180854259297054,0.09318222696749939,True
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,117.2,6045993984.0,15.923912,1.0764223,1.7181728,0.0,7.36,753348992.0,5616749099.307958,3518850946.773223,379680168.2784983,51586979.38566553,0.13412544848991395,0.06759785092150171,0.1078989132821131,0.0,1.0,0.06279863892741934,0.1078989132821131,0.2953100956713722,True,True,True,True,,0.06174061248266129,0.0461583007994518,True
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,55.75,34872520704.0,12.905092,3.7521868,1.3805997,0.0119,4.32,6995361792.0,9293919136.435318,25258965871.135563,2702229407.018475,625516066.4394618,0.752681585594586,0.2907524121255605,0.10698100408737884,0.15357059480000002,0.8464294052,0.07748879279589793,0.09055186765737884,0.38472906403940904,True,True,True,True,,0.05513004324184593,0.03542182441553291,True
EFX,Equifax,Industrials,Research & Consulting Services,185.48,21791098880.0,32.65493,3.3813484,4.9797297,0.012,5.68,1924300032.0,6444499738.624982,4375960181.13192,667314220.6081518,117484897.99439293,0.29859571883706437,0.10354786991589389,0.15249549455472727,0.39185916,0.60814084,0.030623247393272622,0.09273873815472727,0.2868114625485176,True,True,True,True,,0.07621953867302732,0.016519199481699956,True
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,63.66,24611481600.0,28.675674,7.865061,2.273409,0.000426,2.22,1890653056.0,3129216874.478151,10825804595.653488,858270329.1234685,386608256.36192274,0.6041936790703578,0.274276396795476,0.07928005458563939,0.012215837124,0.987784162876,0.03487276358351681,0.07831158235163939,0.43718592964824093,True,True,True,True,,0.07430725638741743,0.004004325964221955,True
ERIE,Erie Indemnity,Financials,Insurance Brokers,258.41,13512224768.0,23.449183,3.280089,5.476993,0.0228,11.02,834972032.0,4119468943.678053,2467088193.8319073,576234344.4269184,52289867.915328346,0.20268924063170585,0.13988073518826669,0.23356860663333132,0.5346413724000001,0.4653586275999999,0.04264540901062523,0.10869316623333129,0.39232564925590924,True,True,True,True,,0.07080956594521864,0.03788360028811265,True
