symbol,name,sector,sub_industry,price,market_cap,price_to_earnings,price_to_sales,price_to_book,dividend_yield,eps,ebitda,revenue,book_equity,net_income,shares_outstanding,ebitda_margin,net_margin,roe,payout_ratio,retention_ratio,earnings_yield,sustainable_growth,range_position,in_base,in_margin,in_returns,in_core,fail_reasons,priced_in_growth,growth_gap,in_screen
EVRG,Evergy,Utilities,Electric Utilities,80.77,18622908416.0,20.763494,3.055992,1.8216057,0.0341,3.89,2840399872.0,6093899596.595803,10223347684.957287,896906199.5572615,230567146.41574845,0.46610545956266075,0.14718099393339112,0.087731173761025,0.7080351454,0.2919648546,0.048161451054432355,0.025614419391025,0.5686813186813183,True,True,True,True,,0.06832734702550544,-0.04271292763448044,True
ES,Eversource Energy,Utilities,Electric Utilities,70.44,26532970496.0,18.296104,1.8954325,1.623453,0.0447,3.85,4933026816.0,13998372664.813967,16343540894.62399,1450197847.9500284,376674765.7013061,0.35240002063951037,0.10359760256956276,0.08873216942798313,0.8178358487999999,0.18216415120000007,0.05465644489121837,0.016163820327983143,0.5658640226628896,True,True,True,True,,0.06540459979895173,-0.04924077947096859,True
EXC,Exelon,Utilities,Electric Utilities,43.97,45300269056.0,16.165442,1.7886863,1.5283282,0.0383,2.72,8354999808.0,25325999900.59744,29640406462.433918,2802290921.817603,1030254015.3741187,0.3298981221192734,0.11064877725722085,0.09454292681882748,0.6191364286,0.38086357140000004,0.06186035618450767,0.03600795675882748,0.1722428748451054,True,True,True,True,,0.06216283971697155,-0.02615488295814407,True
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",308.06,36974002176.0,19.122284,2.355032,30.576675,0.0063,16.11,2889999872.0,15699999904.88452,1209222460.4539244,1933555719.8447056,120022080.68558073,0.18407642608334507,0.1231564160228527,1.5990074721199623,0.1204703892,0.8795296108,0.052295008274116206,1.4063744196199623,0.7833524830843865,True,True,True,True,,0.0664672462766477,1.3399071733433146,False
EXPD,Expeditors International,Industrials,Air Freight & Logistics,186.16,24199055360.0,27.097527,2.010556,11.424363,0.0086,6.87,1263714048.0,12036001663.221518,2118197343.6943488,893035616.2612807,129990628.27675119,0.10499450592978386,0.07419703330468413,0.4216016834303736,0.2330387322,0.7669612678,0.036903736639878615,0.32335216163037356,0.9228539014244296,True,True,True,True,,0.07339331851205462,0.24995884311831895,False
XOM,ExxonMobil,Energy,Integrated Oil & Gas,164.15,674970337280.0,21.126125,1.8694131,2.602251,0.025,7.77,67937001472.0,361060023212.6329,259379413161.91254,31949555410.695095,4111911893.268352,0.18815985460675339,0.08848821070362474,0.12317691957233047,0.528153125,0.471846875,0.04733475732061607,0.05812064457233047,0.8198648251542758,True,True,True,True,,0.06869935920572276,-0.010578714633392293,True
FFIV,"F5, Inc.",Information Technology,Communications Equipment,391.08,22145759232.0,31.186602,6.691912,5.763806,0.0,12.54,923304000.0,3309332105.9810705,3842211072.336578,710104890.992329,56627184.28965941,0.27900010347443843,0.21457649708499543,0.18481673636646914,0.0,1.0,0.032065051524369344,0.18481673636646914,0.7920848324181026,True,True,True,True,,0.07557072681403379,0.10924600955243535,True
FDS,FactSet,Financials,Financial Exchanges & Data,306.07,10885545984.0,20.162714,4.464109,5.388177,0.0152,15.18,932542016.0,2438458824.370104,2020265107.1039426,539884954.5434704,35565543.77756722,0.3824309054063653,0.22140417100663246,0.2672347085813943,0.30647325280000004,0.6935267472,0.04959649777306765,0.18533441818139432,0.6303431040766387,True,True,True,True,,0.06768157600211955,0.11765284217927477,True
FAST,Fastenal,Industrials,Trading Companies & Distributors,47.93,54999560192.0,40.965813,6.286095,13.516639,0.0197,1.17,1954700032.0,8749400095.289682,4069026345.3806825,1342572197.4679742,1147497604.6734822,0.22340960645431338,0.15344734300020865,0.3299492432873235,0.8070265160999999,0.19297348390000013,0.02441059817365275,0.06367145498732354,0.6422939068100357,True,True,True,True,,0.07901523082185626,-0.01534377583453271,True
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,117.94,10310118400.0,23.635273,7.720489,3.197506,0.0396,4.99,837700992.0,1335422976.446181,3224425036.262637,436217490.3849416,87418334.74648127,0.627292630705879,0.3266511794980499,0.13528534237789425,0.9359568108000001,0.06404318919999985,0.04230964457233052,0.00866410477789424,0.7310110005238343,True,True,True,True,,0.07096065994245127,-0.062296555164557024,True
FDX,FedEx,Industrials,Air Freight & Logistics,316.54,74915659776.0,17.517433,0.79091704,2.4005218,0.015,18.07,11843999744.0,94719997151.66081,31208073084.776817,4276634776.4968724,236670435.8880394,0.1250422307871905,0.045150284048777405,0.1370361627756761,0.262761495,0.737238505,0.057085989710935384,0.10102833577567609,0.8274045530116171,True,True,True,True,,0.06431130463007907,0.03671703114559702,True
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,41.87,21592606720.0,6.431643,1.7698859,1.3471253,0.0431,6.51,3524000000.0,12199999288.0897,16028655033.054459,3357245515.81562,515705916.40792936,0.28885247587188956,0.27518407473131123,0.20945274792148758,0.2772038133,0.7227961867,0.15548126660637102,0.15139164749148756,0.1354642313546422,True,True,True,True,,0.020033430027133037,0.13135821746435453,True
FSLR,First Solar,Information Technology,Semiconductors,202.6,21773379584.0,12.31611,4.048548,2.1097355,0.0,16.45,2385900032.0,5378071245.295844,10320430965.872261,1767878056.0552812,107469790.64165844,0.4436348875234644,0.32871971668311945,0.17129885166663827,0.0,1.0,0.08119446805850224,0.17129885166663827,0.14214265004349078,True,True,True,True,,0.05346248937367399,0.11783636229296429,True
FE,FirstEnergy,Utilities,Electric Utilities,46.29,26785243136.0,24.754011,1.7130497,2.0707703,0.0403,1.87,5422000128.0,15635998848.136164,12934917569.563366,1082056700.4605749,578639946.7703608,0.3467639119611672,0.06920291507885074,0.08365392986211406,0.9975866433,0.00241335669999998,0.04039749356175046,0.00020188677211406138,0.36114044350580776,True,True,True,True,,0.07182112789721229,-0.07161924112509822,True
FTNT,Fortinet,Information Technology,Systems Software,154.54,113388101632.0,54.607773,15.063382,73.10312,0.0,2.83,2595800064.0,7527399997.689761,1551070619.5850463,2076409522.573832,733713612.2169018,0.3448468348695006,0.2758468426297399,1.3386944016193445,0.0,1.0,0.01831241131184749,1.3386944016193445,0.8071556707195535,True,True,True,True,,0.08175941490966862,1.256934986709676,False
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,56.6,17094164480.0,30.106382,3.9608333,2.8260434,0.0049,1.88,1234599936.0,4315800031.271197,6048797580.391016,567792035.7314488,302017040.2826855,0.28606513903665615,0.13156124742049471,0.09386858241551575,0.1475212718,0.8524787282,0.03321554878297897,0.08002096975551576,0.5554314437308014,True,True,True,True,,0.07505300304765947,0.004967966707856292,True
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,67.52,28387936256.0,17.18066,1.6575929,2.4364016,0.0088,3.93,3881999872.0,17126000151.183079,11651583325.179232,1652319157.080569,420437444.5497631,0.226672885538415,0.09648015546504742,0.141810710415083,0.151189808,0.848810192,0.058204981647969285,0.120370376335083,0.6837789661319071,True,True,True,True,,0.06380775825841381,0.056562618076669194,True
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,33.01,16771617792.0,22.45578,1.7987386,1.4272125,0.0399,1.47,1799100032.0,9324099561.770676,11751310888.88305,746873012.8518631,508076879.49106336,0.19295161104632663,0.08010135540745231,0.06355657652506393,0.895985622,0.10401437800000002,0.04453196459886942,0.006610797775063927,0.7844429795649306,True,True,True,True,,0.06996061593050876,-0.06334981815544483,True
FCX,Freeport-McMoRan,Materials,Copper,73.93,106164772864.0,35.54327,4.104097,5.279583,0.0083,2.08,9553999872.0,25867997969.833557,20108552676.22462,2986916374.369268,1436017487.6775327,0.3693366561703605,0.11546762829703773,0.1485395969476078,0.295009141,0.704990859,0.02813472142546254,0.1047190580476078,0.8600576624528723,True,True,True,True,,0.07733937535854185,0.027379682689065946,True
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,276.04,53235019776.0,28.399178,6.9393797,5.8977866,0.0153,9.72,2311467008.0,7671437805.312772,9026270936.286505,1874526851.9878278,192852556.78887117,0.30130818585262054,0.24435143705260107,0.20767455311558666,0.4345074234,0.5654925766000001,0.03521228677815957,0.11743841813558667,0.7003369641877599,True,True,True,True,,0.07415447094982819,0.04328394718575848,True
GE,GE Aerospace,Industrials,Aerospace & Defense,329.5,341876834304.0,38.856133,6.7512555,19.381214,0.0057,8.48,11482999808.0,50639001042.69495,17639598546.510036,8798529756.898088,1037562471.3323216,0.22676197341093696,0.17375006567526557,0.49879420579500283,0.2214799581,0.7785200419,0.025735962968831717,0.3883212859950028,0.5052113733010923,True,True,True,True,,0.07841881666402573,0.3099024693309771,False
GEHC,GE HealthCare,Health Care,Health Care Equipment,70.56,31870980096.0,16.22069,1.4986824,2.9039426,0.002,4.35,3592999936.0,21266000118.504093,10975072336.484888,1964835082.4489794,451686225.8503401,0.16895513570855472,0.09239326020408163,0.17902706974857419,0.032441380000000006,0.96755862,0.0616496585533661,0.17321918454857418,0.38072211476466805,True,True,True,True,,0.06225765365098525,0.11096153089758894,True
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,921.94,245543583744.0,26.44693,5.935736,20.535471,0.0022,34.86,3927000064.0,41366998758.7049,11957046602.145136,9284388712.189339,266333583.25270623,0.09493074629141755,0.22443950469661797,0.7764784419212363,0.058183246,0.941816754,0.03781157208038892,0.7313004057212362,0.5884526420138785,True,True,True,True,,0.07298479256382498,0.6583156131574113,False
GEN,Gen Digital,Information Technology,Systems Software,30.65,18346690560.0,17.514286,3.6122644,6.912494,0.0167,1.75,2409999872.0,5078999909.308965,2654134753.6793523,1047527193.4747145,598586967.6998369,0.47450283816364514,0.20624674388254485,0.3946774650134182,0.29248857619999996,0.7075114238,0.057096247029425014,0.2792388152134182,0.9526276831976314,True,True,True,True,,0.06430668883675875,0.21493212637665945,True
GNRC,Generac,Industrials,Electrical Components & Equipment,180.76,10665989120.0,41.554024,2.4029362,3.7064526,0.0,4.35,636244992.0,4438731714.974372,2877681241.627102,256677653.64018586,59006357.15866342,0.14333936648020043,0.05782680056428413,0.089195996998991,0.0,1.0,0.024065058055508657,0.089195996998991,0.28433556050482545,True,True,True,True,,0.0791707238750211,0.010025273123969905,True
GD,General Dynamics,Industrials,Aerospace & Defense,364.07,98501754880.0,22.19939,1.7954786,3.6663644,0.0172,16.4,6632999936.0,54861001896.65307,26866329729.799908,4437137858.192105,270557186.4751284,0.12090555598119077,0.08087963589419617,0.16515608762222744,0.38182950800000004,0.618170492,0.04504628280326621,0.10209461994222745,0.614609031427652,True,True,True,True,,0.0697291727385302,0.032365447203697245,True
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,84.87,76760801280.0,38.22973,0.41374242,1.2004923,0.0084,2.22,16462000128.0,185527994156.36423,63941102562.67366,2007882394.740191,904451529.1622481,0.08873054550530912,0.010822530604453873,0.03140206064756408,0.321129732,0.678870268,0.02615765269595155,0.02131792532756408,0.8139658848614075,True,True,True,True,,0.0782290562868218,-0.05691113095925771,True
GPN,Global Payments,Financials,Transaction & Payment Processing Services,92.81,24559230976.0,43.985783,2.4061766,1.0674686,0.0111,2.11,4482187776.0,10206744997.85261,23006982103.267487,558344761.979959,264618370.60661566,0.4391397822658452,0.05470350852278849,0.024268491480531337,0.4882421913,0.5117578087,0.02273461859255751,0.012419590020531335,0.9115783410138251,True,True,True,True,,0.07976942163334912,-0.06734983161281778,True
GL,Globe Life,Financials,Life & Health Insurance,173.34,13321082880.0,11.525266,2.1513522,2.1697333,0.0077,15.04,1680269056.0,6191958192.619508,6139502435.621927,1155815660.0623052,76849445.48286605,0.27136311385351297,0.18666399612322598,0.1882588479953521,0.08874454820000001,0.9112554518,0.08676589329912211,0.1715519015853521,0.7141287284144426,True,True,True,True,,0.050955348015395044,0.12059655356995706,True
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,37.63,31350695936.0,19.297436,1.4012737,2.8505416,0.0185,1.95,4139000064.0,22372999604.57404,10998154152.880981,1624604227.3505182,833130373.0002657,0.18499978264665967,0.07261450212596332,0.14771608000150901,0.357002566,0.642997434,0.05182035582343685,0.09498106040150901,0.7314105452906715,True,True,True,True,,0.06668083987945342,0.028300220522055594,True
HIG,Hartford (The),Financials,Property & Casualty Insurance,137.21,37166350336.0,9.475829,1.267827,1.931148,0.0175,14.48,5585999872.0,29315001444.20335,19245728621.524605,3922226899.3898406,270872023.4385249,0.19055089874827746,0.1337958965090008,0.20379726143221877,0.1658270075,0.8341729925,0.10553166377316434,0.17000217143221877,0.6557886557886563,True,True,True,True,,0.042510751302076044,0.12749142013014272,True
HAS,Hasbro,Consumer Discretionary,Leisure Products,93.5,13187657728.0,16.63701,2.651745,18.729967,0.03,5.62,1300199936.0,4973199809.182256,704094018.3183452,792669908.3567915,141044467.67914438,0.2614413226670239,0.1593883090909091,1.125801270781228,0.4991103,0.5008897,0.06010695431450724,0.5639022607812281,0.6403415154749199,True,True,True,True,,0.06295187055847173,0.5009503902227563,False
HSIC,Henry Schein,Health Care,Health Care Distributors,90.39,10073653248.0,26.35277,0.7406009,3.2042966,0.0,3.43,1080000000.0,13601999738.320599,3143795505.0727825,382261651.0746764,111446545.5028211,0.07940008974984325,0.02810334204004868,0.12159240186136032,0.0,1.0,0.03794667505541163,0.12159240186136032,0.9407872973867017,True,True,True,True,,0.07292399622506476,0.048668405636295556,True
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,177.43,35650240512.0,24.239069,2.9308205,7.8132014,0.033,7.32,2721615872.0,12163911270.581055,4562821139.104388,1470775858.354506,200925663.70963195,0.22374512699565194,0.12091307028123767,0.32233917069999674,0.799889277,0.200110723,0.041255709944965295,0.06450352449999676,0.2049967969250481,True,True,True,True,,0.07143493052476561,-0.006931406024768855,True
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",51.83,68633468928.0,48.43925,1.7691776,2.7117667,0.0112,1.07,5631000064.0,38793996107.569984,25309503552.794567,1416897776.4414434,1324203529.3845265,0.14515132827219124,0.03652363557785067,0.05598283829745506,0.5425196,0.4574804,0.020644415427571648,0.02561105125745506,0.7203332582751633,True,True,True,True,,0.08071001305759276,-0.0550989618001377,True
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,318.51,317774135296.0,22.289015,1.8783641,19.12973,0.0291,14.29,24647999488.0,169176005491.16116,16611532692.620337,14256985317.19519,997689665.3040721,0.14569441698567454,0.08427309343191737,0.8582582047703767,0.6486103365,0.3513896635,0.04486514994045273,0.3015830617703768,0.2136578278241916,True,True,True,True,,0.06981068252679627,0.23177237924358052,False
HON,Honeywell,Industrials,Industrial Conglomerates,206.07,65311830016.0,7.9196773,1.716158,3.5233471,0.0133,26.02,8512000000.0,38057002919.31162,18536870811.280556,8246779332.344933,316940020.45906734,0.22366448608806963,0.21669544892512257,0.44488518490519813,0.10533170808999999,0.89466829191,0.12626777103658,0.39802466847519813,0.15838067068217151,True,True,True,True,,0.033179503033539,0.3648451654416591,False
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,22.11,15360402432.0,14.838926,2.463972,2.3707914,0.037,1.49,1695000064.0,6234000399.355187,6479018960.504075,1035142452.450475,694726478.1546812,0.27189604674637524,0.1660478643147897,0.15976839563725836,0.549040262,0.450959738,0.06739032191413313,0.07204911383725837,0.6435643564356435,True,True,True,True,,0.059674355138640084,0.012374758698618288,True
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,252.96,100880809984.0,54.517246,11.065132,17.652477,0.0022,4.64,2793999872.0,9117000139.175926,5714824609.826712,1850438639.8077164,398801430.99304235,0.3064604397661604,0.20296573561037318,0.3237961983626246,0.11993794120000001,0.8800620588,0.01834281944469462,0.2849607489626246,0.5854349880078494,True,True,True,True,,0.08174573124988742,0.20321501771273714,True
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,450.08,23778883584.0,26.243732,3.8207603,6.07863,0.0128,17.15,1515500032.0,6223599942.660627,3911882049.7381806,906078593.7291148,52832571.06292215,0.2435085876281621,0.14558753809322786,0.23162216410379438,0.33591976960000003,0.6640802304,0.03810433668504159,0.1538157001037944,0.28612090927814765,True,True,True,True,,0.07285304849173128,0.0809626516120631,True
HUM,Humana,Health Care,Managed Health Care,400.97,48148598784.0,37.898865,0.33051157,2.5060468,0.009,10.58,3596000000.0,145679011430.67398,19212968721.892982,1270449597.5627103,120080302.22709927,0.024684406934702956,0.008720882885502655,0.06612458710834744,0.341089785,0.658910215,0.026386014462438385,0.04357016590834744,0.8949843849945442,True,True,True,True,,0.07812629349190273,-0.034556127583555286,True
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,288.72,11376896000.0,17.424261,0.8628666,2.1417127,0.0189,16.57,1170000000.0,13184999859.769749,5312055160.339667,652934215.5721805,39404599.6120809,0.08873720230896019,0.04952098767664172,0.12291555435263508,0.3293185329,0.6706814671,0.057391243163770325,0.08243718432263508,0.12781342295549455,True,True,True,True,,0.06417394057630335,0.01826324374633173,True
IBM,IBM,Information Technology,IT Consulting & Other Services,231.7,218292535296.0,20.540781,3.1593103,6.3361406,0.0292,11.28,16472999936.0,69094996871.94385,34451971488.1327,10627275779.623997,942134377.6262408,0.23841089343313787,0.15380673363832545,0.30846639180856855,0.5997908051999999,0.40020919480000006,0.048683640607433576,0.12345108628856856,0.2439408719141592,True,True,True,True,,0.0680923617266549,0.055358724561913666,True
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,224.61,16558225408.0,32.317986,4.6183653,4.1470037,0.0131,6.95,967699968.0,3585300064.5055084,3992816646.8720536,512353263.8155024,73719894.074173,0.26990766479498757,0.14290387264591958,0.12831875414513763,0.4233656166,0.5766343834000001,0.03094252222276475,0.07399300567513764,0.7758439434645485,True,True,True,True,,0.07607586499975585,-0.0020828593246182137,True
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,538.99,42462236672.0,37.87702,9.325753,26.362925,0.0,14.23,1621684992.0,4553223388.181093,1610680024.0109928,1121055358.8054695,78781121.49019462,0.35616196565480296,0.24621136791035086,0.6960137043516095,0.0,1.0,0.026401232198309157,0.6960137043516095,0.08129499264208746,True,True,True,True,,0.07811944551076087,0.6178942588408486,False
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,269.09,76636831744.0,24.374094,4.653399,26.629393,0.0255,11.04,4806000128.0,16469000776.421707,2877903816.433217,3144191989.4970455,284799999.04864544,0.29182099103915526,0.19091577152625516,1.0925285263936375,0.6215393969999999,0.37846060300000006,0.041027165973840915,0.41347900489363754,0.4704693814112522,True,True,True,True,,0.07153777531177158,0.34194122958186596,False
INCY,Incyte,Health Care,Biotechnology,128.83,26113550336.0,15.924598,4.4872265,4.0810313,0.0,8.09,1942312960.0,5819530245.687397,6398762571.607819,1639824747.4830394,202697743.8174338,0.3337576879919757,0.2817795729643716,0.2562721708893374,0.0,1.0,0.06279593368699166,0.2562721708893374,0.926810328091633,True,True,True,True,,0.061741829840853746,0.19453034104848366,True
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,75.0,29099956224.0,30.991735,3.663967,2.8592124,0.0011,2.42,2014700032.0,7942199322.2100525,10177612626.470142,938958587.4943999,387999416.32,0.2536702933614332,0.11822400186666665,0.09225725503912577,0.0340909085,0.9659090915,0.032266667225955566,0.08911212139912578,0.21070234113712394,True,True,True,True,,0.07547999974832,0.013632121650805781,True
PODD,Insulet Corporation,Health Care,Health Care Equipment,148.14,10274130944.0,27.793621,3.3648164,7.2238746,0.0,5.33,614899968.0,3053400162.9331098,1422246579.9724708,369657877.22100717,69354198.35290942,0.20138204466764825,0.12106434056973134,0.2599112436627095,0.0,1.0,0.03597947888833916,0.2599112436627095,0.09515056022408956,True,True,True,True,,0.07380923450024737,0.18610200916246214,True
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,157.85,88616124416.0,22.517832,8.393268,3.030856,0.013,7.01,6713999872.0,10558000103.892786,29237985709.647705,3935375560.0643644,561394516.4143174,0.6359158747805388,0.37273873094710164,0.13459803767964873,0.292731816,0.707268184,0.044409248634593244,0.09519690967964874,0.6580291970802918,True,True,True,True,,0.07001583811443304,0.025181071565215693,True
INTU,Intuit,Information Technology,Application Software,342.94,93806780416.0,20.847416,4.3736844,4.911492,0.016,16.45,6848999936.0,21447999406.632996,19099446851.58807,4499683728.474952,273537004.7705138,0.31933047955427873,0.2097950323088587,0.235592363101499,0.333558656,0.666441344,0.047967575453955545,0.157008491101499,0.1992304970811958,True,True,True,True,,0.06841459104572001,0.088593900055779,True
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,371.88,133236441088.0,42.69575,12.074643,7.243757,0.0,8.71,4180800000.0,11034400030.543346,18393278665.753147,3120601812.0804563,358278049.60740024,0.37888784061004654,0.2828066594869313,0.1696599076020447,0.0,1.0,0.023421534930291657,0.1696599076020447,0.15731357378954633,True,True,True,True,,0.07946030928136875,0.09019959832067594,True
IQV,IQVIA,Health Care,Life Sciences Tools & Services,263.84,43428065280.0,32.136417,2.5571492,7.037422,0.0,8.21,3048000000.0,16983000162.837585,6171019057.8311205,1351366039.8302002,164600004.8514251,0.17947358951745593,0.07957169091873863,0.21898589379145783,0.0,1.0,0.031117345782512094,0.21898589379145783,0.9799247176913425,True,True,True,True,,0.07599719439786956,0.14298869939358827,True
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,260.22,24438544384.0,37.015648,1.9240963,6.682417,0.007,7.03,1673964032.0,12701310419.857883,3657141478.001148,660221993.0040735,93914934.99346706,0.13179459257863962,0.05198062020213665,0.18052951551732932,0.259109536,0.740890464,0.0270156016179968,0.13375259651732932,0.7669181796746053,True,True,True,True,,0.07784297927190144,0.05590961724542788,True
JBL,Jabil,Information Technology,Electronic Manufacturing Services,299.39,31372208128.0,37.470592,0.9339746,23.721577,0.0011,7.99,2396999936.0,33590001406.89051,1322517812.7069714,837248882.5368917,104787094.18484251,0.0713605190712582,0.024925538775510202,0.6330718500524357,0.041217651200000004,0.9587823488,0.026687595434841272,0.6069781153524357,0.4587389796515271,True,True,True,True,,0.07799058205432143,0.5289875332981143,False
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,167.03,11710908416.0,23.9298,4.602731,5.5715666,0.0145,6.98,702214016.0,2544339092.595244,2101905847.450518,489385983.01909834,70112605.0170628,0.2759907348999369,0.19234306639525833,0.2328296350157544,0.3469821,0.6530179,0.04178889919681736,0.15204191931575442,0.6356599861783,True,True,True,True,,0.07119499536143219,0.08084692395432223,True
J,Jacobs Solutions,Industrials,Construction & Engineering,147.08,17214038016.0,48.86379,1.2106179,5.277359,0.0098,3.01,1056488000.0,14219216497.624891,3261866023.5166874,352286200.89855856,117038604.94968724,0.07430001506598276,0.024775359525428333,0.10800142600481868,0.478865142,0.5211348579999999,0.020465051933139036,0.05628330780481868,0.6596558317399619,True,True,True,True,,0.08079072663008743,-0.024507418825268752,True
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,275.21,663228121088.0,31.926914,6.77254,7.7998524,0.0198,8.62,34872000512.0,97929007593.60594,85030855338.74974,20773323657.492676,2409898336.1360416,0.3560946993021186,0.21212635732713198,0.24430336110781017,0.6321528972,0.3678471028,0.031321536431613776,0.08986628358781017,0.9456098013736772,True,True,True,True,,0.0759053086057738,0.01396097498203637,True
JCI,Johnson Controls,Industrials,Building Products,139.25,84349493248.0,39.225353,3.3746545,6.2564588,0.0115,3.55,4325000192.0,24995001191.38122,13481986526.94716,2150382054.0782766,605741423.6840216,0.17303460635526383,0.08603248456014363,0.1595003823165084,0.45109155949999996,0.5489084405,0.025493715760824383,0.0875511061165084,0.6641523665849519,True,True,True,True,,0.07852782790762902,0.009023278208879382,True
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,32.59,44349317120.0,32.267326,2.207532,1.771677,0.0288,1.01,4807000064.0,20089999655.72413,25032394234.389225,1374434191.1997545,1360825931.880945,0.239273277569737,0.06841384841976067,0.0549062230939124,0.9292989887999998,0.07070101120000016,0.030991102268592075,0.0038819254939124084,0.8624161073825507,True,True,True,True,,0.07605400397913356,-0.07217207848522116,True
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,321.58,54765072384.0,43.281292,8.32043,8.334327,0.0,7.43,1788000000.0,6582000255.275269,6571025157.040275,1265328962.6628523,170299994.97481188,0.2716499438855192,0.1922407951365135,0.1925618810085429,0.0,1.0,0.023104670720088486,0.1925618810085429,0.7530542667215608,True,True,True,True,,0.07960289817596018,0.11295898283258272,True
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,31.97,71190863872.0,20.75974,3.9640772,2.2487164,0.0368,1.54,7634999808.0,17959000362.556007,31658444734.0714,3429275269.4050674,2226802122.9903035,0.4251350105164401,0.19095023109164844,0.10832102906876484,0.763958432,0.23604156799999998,0.04817016012724629,0.025568265548764832,0.6916395222584144,True,True,True,True,,0.06832342794273916,-0.042755162393974325,True
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,172.26,225065746432.0,46.682926,16.573963,35.459038,0.0054,3.69,6054757888.0,13579476823.497192,6347203960.581221,4821157577.69697,1306546769.023569,0.44587563767723176,0.35503264524555905,0.7595718828764075,0.2520878004,0.7479121996,0.021421108008525428,0.5680930776764075,0.3953998299548037,True,True,True,True,,0.08036050139616355,0.4877325762802439,False
KR,Kroger,Consumer Staples,Food Retail,58.22,35668324352.0,33.84884,0.23995642,6.2926936,0.0249,1.72,8080000000.0,148645009589.658,5668212472.954349,1053753313.0443146,612647275.0257643,0.054357694363942964,0.0070890594709721744,0.18590573857183879,0.842836116,0.15716388400000003,0.02954310989682364,0.029217667931838803,0.18145341061078912,True,True,True,True,,0.07670560054642936,-0.047487932614590556,True
LHX,L3Harris,Industrials,Aerospace & Defense,261.31,48659742720.0,26.582909,3.784983,2.542396,0.019,9.83,2146000000.0,12856000336.064919,19139324762.940155,1830489728.4359574,186214621.40752363,0.16692594460968,0.1423840759634151,0.09564024764934492,0.505075271,0.49492472899999995,0.0376181553343165,0.04733472364934492,0.022951362996105576,True,True,True,True,,0.07307183009955757,-0.025737106450212655,True
LH,LabCorp,Health Care,Health Care Services,331.66,26897627136.0,27.432589,1.8746604,3.117457,0.0088,12.09,2319800064.0,14347999848.932638,8628066765.956997,980499041.4106011,81100003.42519447,0.16168107669533968,0.06833698436953506,0.11364064106380918,0.2414067832,0.7585932168,0.03645299391902091,0.08620701946380918,0.8957648026315791,True,True,True,True,,0.07359615273644059,0.012610866727368594,True
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,288.32,360780857344.0,50.14261,15.529017,28.927462,0.0045,5.75,8641328128.0,23232691247.874866,12471915349.642496,7195095483.240845,1251320953.6071033,0.3719469275342966,0.3096970302094895,0.5769037949959126,0.22564174499999998,0.774358255,0.01994311823816112,0.4467302159959126,0.5609542185581476,True,True,True,True,,0.08102559679282749,0.3657046192030851,False
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,52.41,7205492224.0,25.318842,1.0897105,3.9477253,0.0289,2.07,1104300032.0,6612299527.259763,1825226345.9162166,284590133.63251287,137483156.34420913,0.1670069583882929,0.043039510303377215,0.15592045244407307,0.7317145338,0.26828546620000004,0.039496277120414904,0.04183119127407308,0.502207130730051,True,True,True,True,,0.0722266752958133,-0.030395484021740214,True
